id,lat,long,diam,type
10-1-006260,1375101.0224816033,4309165.966354399,15.13291202,2
10-1-006262,1362410.0802729544,4304347.140811814,16.81463503,2
10-1-006267,1418092.2742794354,4254441.313368675,6.61656921,3
10-1-006268,1407729.883563651,4248823.981405045,24.25071245,2
10-1-006269,1406047.4737006698,4226040.450030592,24.39414279,2
10-1-006277,1394122.0290880525,4191440.330084456,6.32211671,3
10-1-006278,1396390.7289326952,4178958.4795279643,5.34173186,1
10-1-006280,1419967.629084853,4180168.613245827,4.08787855,1
10-1-006282,1429229.1250168323,4178831.305073896,3.62311318,1
10-1-006283,1411789.5328030314,4151596.7733101086,3.00617435,1
10-1-006288,1375691.1188713782,4170084.537228534,3.73252244,1
10-1-006289,1401378.5543723463,4187068.285694995,31.23323353,2
10-1-006292,1424672.2469734787,4144062.26998877,3.77249081,1
10-1-006518,1357001.0688408085,4157656.4369242634,4.48188058,1
10-1-006519,1344184.5637669514,4193561.16620664,9.78546318,2
10-1-006520,1310352.7888140094,4194350.762360919,7.99084777,2
10-1-006522,1305132.688906795,4216777.466979654,24.63915893,2
10-1-006524,1310106.0734670826,4226975.223135613,8.41823205,2
10-1-006526,1340775.9798311067,4227144.276376922,17.92377547,2
10-1-006528,1348120.1556342114,4264074.773967182,11.61432308,2
10-1-006529,1282951.3559527716,4209044.975314035,32.74976544,2
10-1-006531,1329229.2017001114,4278657.147158025,3.81241783,3
10-1-006533,1345444.9169408446,4298731.71679395,3.15716783,1
10-1-006537,1315703.9857553127,4313222.528147523,3.50591202,1
10-1-006541,1288678.9617287796,4333018.448201653,4.43878054,1
10-1-006548,1345020.9250411543,4285185.854256155,5.47837476,
10-1-006549,1342162.4044186606,4351597.111303302,9.8776898,2
10-1-006550,1336428.7239187732,4367535.562134423,7.55307856,2
10-1-006556,1330338.2658584144,4403433.933968432,54.09011478,2
10-1-006561,1298910.416628632,4356840.76802834,5.33434899,1
10-1-006562,1297681.6533228825,4368178.813099037,7.2322124,2
10-1-006565,1359786.3401120296,4433436.796057209,30.63882078,2
10-1-006566,1287613.285407087,4386974.302175402,22.56218525,2
10-1-006567,1286792.8906576054,4364147.405487464,7.84436751,1
10-1-006568,1306605.0475139546,4470492.481917548,4.26831511,1
10-1-006573,1342422.6537928155,4528303.623334756,19.0659427,2
10-1-006574,1316791.165734176,4524370.1622736575,3.11818899,1
10-1-006576,1315102.5341542899,4515032.64664604,4.0805989,1
10-1-006577,1357227.2247236695,4512936.443709965,10.93066554,2
10-1-006578,1302578.1587525003,4514938.45375215,9.03783844,2
10-1-006581,1306582.0685921006,4520175.27470877,3.07854236,1
10-1-006583,1357920.3075094782,4564392.831828165,9.87826455,2
10-1-006588,1303209.3562889914,4614662.664384022,3.83751175,1
10-1-006589,1296584.4552951353,4637397.397037458,24.47161603,2
10-1-006590,1284797.2949643154,4649762.088817908,3.27133171,1
10-1-006592,1335519.7036362565,4685890.427684602,26.23361398,2
10-1-006595,1337557.0074152085,4735532.579867742,5.27127257,1
10-1-006597,1345846.0383853093,4706039.582648736,13.7780552,2
10-1-006598,1363067.532067836,4713320.31673605,3.02194166,1
10-1-006599,1357806.2249181326,4724139.0579694845,12.96257404,2
10-1-006602,1349099.7959895222,4780577.000615184,8.48391926,2
10-1-006606,1289440.6428405624,4759002.335736461,36.91869201,2
10-1-006607,1316611.7648951032,4767396.928444117,11.07367607,2
10-1-006609,1305607.993819503,4848324.753816337,4.15371773,1
10-1-006610,1309478.525862258,4852479.316689606,7.93123944,2
10-1-006611,1323933.6688839337,4876163.915905332,9.07719016,2
10-1-006612,1339838.678208956,4882315.024592134,5.28982516,1
10-1-006617,1289421.699114354,4874103.509920053,3.43258448,1
10-1-006620,1352069.120903256,4942137.056089888,3.45238151,1
10-1-006622,1287678.5787608349,4912973.432308167,8.69359121,2
10-1-006623,1287897.8413820392,4858496.667650008,12.07723675,2
10-1-006624,1291539.365995774,4852061.196212957,11.3595097,2
10-1-006629,1287569.1501583569,4953638.399743473,4.11811962,1
10-1-006631,1303009.1203739294,4997013.120190249,3.93624066,1
10-1-006635,1327888.405407385,5024160.416334895,3.74333037,1
10-1-006637,1322465.7657065138,5024070.4459342165,3.33677698,1
10-1-006640,1320523.2825053805,5087999.357071617,3.54360797,1
10-1-006644,1299957.8421065644,5033669.624558435,105.2838451,2
10-1-006648,1329511.9902024702,5130053.535442117,3.48628765,1
10-1-006665,1335214.1015791974,5174969.343811778,4.10379997,1
10-1-006680,1339567.1080009541,5279322.472702099,3.74484684,1
10-1-006681,1346378.6616873979,5260621.419532286,3.02421747,1
10-1-006685,1285641.4344218988,5277930.761107324,3.22417273,1
10-1-006687,1307956.3656623068,5327756.363550314,5.17064519,1
10-1-006691,1253145.9268354303,5320943.074990536,10.08601043,2
10-1-006692,1226004.5714613416,5288567.769172828,6.6611867,2
10-1-006696,1263918.9834662254,5250154.928118497,5.96720034,1
10-1-006697,1261186.6504293,5250051.1794925,5.9636597,1
10-1-006700,1278279.6022669896,5223992.361369968,9.75415683,2
10-1-006702,1222621.2525445311,5134448.734789436,4.78401804,1
10-1-006704,1217903.6880080667,5186218.742604457,4.13021484,1
10-1-006707,1277632.7902777828,5165452.109650483,4.09311504,1
10-1-006710,1282131.2978647363,5185590.636070507,9.04629498,2
10-1-006718,1214858.4299349103,5032308.916045129,6.13224809,
10-1-006722,1280903.4532653983,5010563.799713209,4.24728503,1
10-1-006729,1236424.9497404026,4957691.893057182,5.84348238,1
10-1-006735,1251863.782538166,4946835.905687676,5.01911859,1
10-1-006736,1240614.5194769518,4944644.736958899,3.50178285,1
10-1-006740,1249831.4261414194,4926421.250497708,11.17444483,2
10-1-006741,1224464.1260402289,4897532.555833173,10.19846746,2
10-1-006744,1275616.6108191612,4884755.012209164,10.98529516,2
10-1-006745,1266979.7570088904,4868552.956650987,10.15287263,2
10-1-006747,1268045.273297853,4848877.169610816,4.58904725,1
10-1-006748,1269147.8697630179,4832548.180833094,3.79443188,1
10-1-006751,1240399.9037320486,4900366.108978966,10.40899672,2
10-1-006752,1232756.3487742178,4875504.30544674,10.87073573,2
10-1-006755,1264762.6700904553,4807900.425225936,5.79893756,1
10-1-006756,1247495.0798691877,4812647.081934532,6.65278403,1
10-1-006758,1254322.1413198602,4782388.491692573,4.0999769,1
10-1-006762,1238019.8217001974,4765016.995776147,34.3732456,2
10-1-006767,1235705.28729632,4699367.124076589,6.84720238,2
10-1-006776,1262472.866077752,4665685.762700933,3.47043827,1
10-1-006777,1265827.5474339265,4670478.022217662,5.89776907,1
10-1-006780,1266416.1075094952,4625589.188253675,13.38341937,2
10-1-006781,1188660.3388839413,4708560.48577751,71.19870229,2
10-1-006788,1277565.6257265245,4590567.9824836785,5.13938948,
10-1-006791,1270926.8018851778,4560202.054733577,15.83288258,2
10-1-006792,1236076.640874905,4524128.726228673,6.88478779,1
10-1-006794,1215907.9980732803,4507898.569515862,3.8278756,1
10-1-006796,1283894.9658280446,4472401.073150085,3.44105758,1
10-1-006801,1279464.4591115413,4513045.031844255,17.97448353,2
10-1-006804,1258032.5126066576,4422148.301268648,3.52384728,1
10-1-006806,1231587.6303413934,4398182.729625688,3.43928534,1
10-1-006807,1221899.9275382005,4424145.455799269,8.41034403,2
10-1-006810,1236811.0340354065,4487286.873138289,3.38220325,1
10-1-006812,1229861.110716376,4491290.076463023,60.8254545,2
10-1-006813,1206292.851738912,4446103.793813202,33.01176258,2
10-1-006828,1269153.283610995,4366609.992689507,3.2225637,1
10-1-006836,1222730.0795424879,4334355.8008271195,3.84635344,1
10-1-006837,1261987.6492119331,4348134.2893117685,12.14163598,2
10-1-006842,1257113.0783424291,4293768.598036921,18.40969221,2
10-1-006843,1233743.8313260016,4290448.221770872,3.89656915,1
10-1-006844,1284163.150454741,4328810.09714248,7.77686388,2
10-1-006847,1241777.5016254848,4273155.981174795,5.18660762,
10-1-006849,1212046.220413558,4268924.9641466625,5.31101914,1
10-1-006850,1248531.0736757899,4258109.984867805,4.66973617,1
10-1-006851,1255353.4645416085,4271533.10822900,5.36587608,
10-1-006852,1241766.1339672466,4259078.742404777,4.47865462,1
10-1-006854,1278906.4652873592,4207574.024402184,4.20284255,1
10-1-006856,1270801.349264739,4218273.706619091,3.45542274,1
10-1-006860,1227038.3491109933,4244002.221929079,22.68688765,2
10-1-006863,1209257.6720276596,4238345.322762081,3.09579883,1
10-1-006865,1256615.154285152,4197432.730756858,4.28280183,1
10-1-006866,1234762.850401685,4179670.054984769,3.2571016,1
10-1-006876,1233452.0389080942,4212589.316792688,3.28275713,1
10-1-006878,1252172.3570550024,4167564.1313866507,3.76416023,
10-1-006879,1275592.959759842,4174183.1739971694,5.51278078,1
10-1-006880,1260338.6310670902,4167566.477940641,8.4029122,2
10-1-006888,1281409.2912375194,4157750.747175487,22.80640317,2
10-1-007200,1146769.2652789128,4198263.233647724,6.90352162,1
10-1-007205,1100224.2448892158,4237281.16319504,3.40303965,1
10-1-007208,1132833.4373560606,4229744.84913300,7.56789862,2
10-1-007211,1158472.8440712546,4174969.7917645355,42.9934004,2
10-1-007212,1173361.8121147945,4159685.55473273,9.16051572,2
10-1-007215,1189116.9033712787,4201336.712603705,31.07981791,2
10-1-007222,1160852.4590446204,4042846.7629506667,3.4439605,1
10-1-007223,1144482.5433780425,4070491.1942505036,4.433695,1
10-1-007236,1160988.7032054705,4054432.489491806,4.63269777,1
10-1-007242,1149950.4130700582,4274879.867372337,5.9833124,
10-1-007248,1196122.8138444636,4345374.131324846,4.80529515,1
10-1-007253,1195996.6926428427,4291484.683228673,34.06488838,2
10-1-007254,1177702.4207417045,4345160.056134941,30.72100345,2
10-1-007256,1129610.45819478,4297868.091869731,8.37532385,1
10-1-007259,1206671.8536965523,4336952.929915939,5.64185315,
10-1-007266,1150848.0905883168,4431388.720890117,3.11285125,1
10-1-007270,1137112.180293209,4405725.309858169,4.82332165,1
10-1-007273,1140603.933831431,4470979.678447506,5.41081375,1
10-1-007274,1158087.9535018723,4438938.413095651,6.69515722,
10-1-007276,1173275.6759797784,4526236.843305122,14.08338478,2
10-1-007277,1170007.977153947,4546241.19946993,10.83769341,2
10-1-007279,1190571.008171109,4508162.340202785,37.54593075,2
10-1-007288,1186568.9375224735,4658083.031499755,6.37988741,1
10-1-007289,1189042.8716377714,4660241.915699798,3.43051396,1
10-1-007291,1166887.958309292,4718542.229162106,10.80879973,2
10-1-007292,1158244.5846470676,4759664.38580511,3.95742733,1
10-1-007294,1202102.8345034332,4734827.064316971,3.21429517,1
10-1-007304,1192880.3148391473,4832531.659528243,4.7059788,1
10-1-007305,1140987.2975700286,4831055.670548973,4.64126167,1
10-1-007309,1152785.7431718665,4830093.645055499,7.85237952,
10-1-007311,1157104.2417953731,4882475.022351793,7.50959366,2
10-1-007313,1196605.1655317058,4893234.076711447,6.91415173,1
10-1-007316,1202117.169879738,4973905.762587098,4.54281927,
10-1-007317,1184040.2864387245,4967768.791310188,4.49442606,1
10-1-007320,1145016.7966431195,4963492.12464953,12.69831028,2
10-1-007326,1202961.7983262183,5088460.6069616545,7.29658248,2
10-1-007330,1172707.2177932104,5111991.70396841,23.57271773,2
10-1-007335,1203703.409555546,5276679.677384768,8.39203603,2
10-1-007347,1087538.0242388095,5314585.073619827,3.90830863,1
10-1-007348,1123847.7121948826,5241198.459311178,4.07220292,1
10-1-007355,1090927.420843068,5170177.982849192,3.0552984,1
10-1-007356,1108069.6325331235,5163268.748740777,3.09084357,1
10-1-007367,1112261.5636415076,4954063.619746187,4.07992294,1
10-1-007374,1095354.0731416391,4902099.9166130405,5.31846272,1
10-1-007381,1071857.4643735779,4783146.033291079,15.37183595,2
10-1-007382,1072939.2850341352,4767489.8007716285,5.06079367,1
10-1-007383,1105615.844167649,4764590.8452127455,30.02905747,2
10-1-007388,1128008.5311624573,4713678.81138844,15.15164719,2
10-1-007389,1069673.7780639878,4723481.94757776,49.50856278,2
10-1-007390,1073566.6488976777,4635726.699199439,6.58413112,1
10-1-007391,1070053.8812838946,4618386.729730778,3.77581574,1
10-1-007395,1124693.7406313915,4599276.054414981,3.54353981,1
10-1-007397,1091088.0362105211,4605525.678657518,47.5234331,2
10-1-007399,1105778.8819564597,4561285.4514201665,3.67364958,1
10-1-007404,1061297.3484784472,4541328.4993207725,6.48929177,1
10-1-007405,1132000.421358624,4516139.522504942,4.79688398,
10-1-007406,1112070.6244426176,4487334.908443915,3.41250993,1
10-1-007409,1067196.3315266282,4477310.679333133,4.77347718,1
10-1-007411,1080871.0115211837,4491658.308217949,33.60440635,2
10-1-007412,1129165.5037856305,4493320.695022867,8.88252357,2
10-1-007413,1134845.530052935,4481182.047102366,16.61561982,2
10-1-007415,1067438.6904270223,4443690.569595728,3.01858031,1
10-1-007420,1121902.7105527536,4453046.916333931,3.98534055,1
10-1-007421,1098270.7253568664,4465256.714213375,12.33655929,2
10-1-007422,1126590.7502360027,4449012.0419392595,5.23307904,
10-1-007423,1116761.4350629468,4410574.593185514,5.39678374,1
10-1-007426,1123856.2425320935,4386726.695386899,7.75653093,1
10-1-007427,1106870.1285448007,4379131.283608609,10.47130714,2
10-1-007428,1107808.3020489719,4397685.698195416,8.65728305,2
10-1-007429,1102976.8297717376,4405401.094216497,8.52283882,2
10-1-007430,1079855.4426326111,4382619.8092273995,13.25732548,2
10-1-007431,1094257.8981379347,4347105.108750458,15.93269038,2
10-1-007434,1074181.6677179025,4295503.171457242,9.82703961,2
10-1-007442,1082030.4605026715,4206633.569542543,7.63435838,2
10-1-007443,1077503.4493084042,4156243.062825015,5.99648058,3
10-1-007772,1024910.0968072489,4187815.7102614106,4.69915122,1
10-1-007776,1031069.126521461,4244323.416508443,3.3757163,1
10-1-007777,1034491.0725975281,4279714.284251799,3.70108519,1
10-1-007779,1005508.9235605147,4230175.752668475,23.58864534,2
10-1-007781,991910.8441211365,4240683.67951957,9.20441595,2
10-1-007782,1009716.4051085223,4257505.938365703,41.39977792,2
10-1-007783,1052851.4593537601,4317068.88872823,4.27080383,1
10-1-007784,1049046.7493654753,4332739.447733278,6.6963107,
10-1-007787,1014165.1401456604,4331355.752000125,22.4923792,2
10-1-007791,995032.2534723987,4340055.288852506,5.22388669,1
10-1-007794,1043154.2369740013,4338555.6464430615,18.47180933,2
10-1-007796,1044655.3836911054,4303109.472573723,15.07475824,2
10-1-007797,1034165.5405384739,4297783.476045649,14.51853597,2
10-1-007798,1005346.5472403204,4372429.677149231,5.43601125,1
10-1-007804,1045674.9622886297,4413970.073404361,11.67375618,2
10-1-007806,1050765.9762397255,4409973.695771908,13.94666432,2
10-1-007807,1055951.1036610594,4403241.3185748765,11.29078061,2
10-1-007810,1025094.5831308463,4438425.009131695,10.37936595,2
10-1-007812,1037480.1674805272,4477971.079286525,3.45580661,1
10-1-007814,996862.9318813737,4471047.391851756,4.7579647,1
10-1-007816,1057624.297416947,4596240.716000216,7.21088864,
10-1-007825,1043689.5832033514,4692942.5971001135,5.69574177,1
10-1-007826,1048623.8622843341,4705999.025613301,8.74170805,2
10-1-007828,987281.7723498128,4745507.957505975,7.34356518,2
10-1-007829,1008872.4327962344,4803406.832421929,4.3393488,1
10-1-007840,1009063.1414294506,5040230.665380547,9.17848835,2
10-1-007864,1008037.5728661222,5293685.790721571,3.07182822,1
10-1-007877,953275.6387742128,5186420.933289678,6.90814337,1
10-1-007885,977803.8042932649,5089670.415872347,3.04279247,1
10-1-007894,915533.8410352318,4954215.959643369,3.51261105,1
10-1-007896,945179.1538501517,4942352.178605103,4.36760581,1
10-1-007916,937429.6720430559,4651257.510512283,15.98080415,2
10-1-007917,933225.7645593467,4669688.745536129,3.354236,1
10-1-007919,924047.1815846631,4635003.490548609,5.54920444,1
10-1-007922,917647.9545973369,4611255.162743602,4.27128246,1
10-1-007924,954043.9404992977,4577035.447115991,8.66817741,2
10-1-007931,974588.5144082928,4557841.474764347,10.17598027,2
10-1-007933,940918.8425344768,4507138.005669618,7.64721134,2
10-1-007934,910849.067205098,4541635.541672399,20.88156083,2
10-1-007935,976328.8140367713,4510237.278345355,4.60942376,1
10-1-007937,978092.9573565583,4398802.97736718,5.33538409,1
10-1-007938,984132.754981809,4389078.237655894,3.3440501,1
10-1-007944,964861.3321233788,4336065.749952039,7.75392193,2
10-1-007945,953632.2290371192,4312187.929589239,3.99872242,1
10-1-007947,976149.1529963338,4377239.1449261205,7.01860663,
10-1-007948,971091.7844448886,4368898.690105519,5.18131057,
10-1-007951,952910.6811703944,4260741.541145795,3.63398597,1
10-1-007958,939943.0779347955,4221649.452431502,3.29311039,1
10-1-007959,962108.7650222714,4195057.209065093,4.28069873,1
10-1-007960,985079.2086979614,4286361.730300997,13.59471775,2
10-1-007961,913144.0035267161,4290115.780446888,51.14388254,2
10-1-007962,940249.7729561277,4187885.513574568,6.79840604,1
10-1-007966,977386.3363945247,4149517.9422232076,6.13029325,3
10-1-007967,937363.5317012679,4181145.4548065085,3.00448453,1
10-1-007968,945145.5517186096,4152616.466301399,3.25468241,1
10-1-007969,980158.4020019703,4239744.230495272,14.83243929,2
10-1-007972,944566.1490714666,4194884.994881013,93.33066765,2
10-1-008309,843778.3117222695,4189336.1160284723,3.54196596,1
10-1-008310,864223.5177530651,4180648.048781105,5.38099287,1
10-1-008312,856653.4930928549,4169130.2259053495,6.55522786,1
10-1-008313,851852.7749572861,4152077.2099390184,12.93918316,2
10-1-008315,872240.075812025,4233137.632503991,6.28153042,1
10-1-008316,853711.4822098105,4244602.623833938,3.75239362,1
10-1-008317,893567.6104441525,4266954.372678328,10.12778101,2
10-1-008318,887414.9286948885,4271893.773399378,3.07242466,1
10-1-008321,844485.4364910449,4251736.548636666,6.58292679,1
10-1-008322,901441.8673997978,4321699.644992214,11.82410833,2
10-1-008329,854761.5452642151,4403733.368245543,3.8067532,1
10-1-008332,890380.5639651304,4423414.405544679,4.26058374,1
10-1-008336,861926.8175151364,4497181.721121473,3.2583227,1
10-1-008340,827853.3131238708,4513136.39275154,17.35154853,2
10-1-008343,884348.2173452352,4538023.704315466,9.04140687,2
10-1-008344,894134.288711137,4537619.644195912,12.68403001,2
10-1-008356,846630.4594858354,4747458.374181509,3.51099249,1
10-1-008360,894141.1227014122,4817214.415449564,11.18729238,2
10-1-008367,862207.0591262367,5036325.9782042615,3.11083273,1
10-1-008378,863775.8445656508,5172353.841187441,8.80355549,2
10-1-008394,856950.1748070135,5263283.583551629,3.33836106,1
10-1-008398,847444.7546174575,5310471.790892847,6.03207267,1
10-1-008413,769639.8446823002,5219585.148899068,7.83774466,1
10-1-008415,796726.1932508828,5201606.146810009,4.3883883,1
10-1-008423,809467.1344260233,5169506.436319814,4.83972344,1
10-1-008429,755602.4090157456,5210531.684254232,8.95275533,1
10-1-008433,764986.8302364609,5101747.602333908,4.87485122,1
10-1-008438,759884.9121293295,5056525.157621582,4.89229105,1
10-1-008442,802202.0539105386,5012647.319166378,4.43413773,1
10-1-008445,761978.381469294,4935002.887089069,3.21165249,1
10-1-008447,755863.9552477254,4998168.631181156,3.31946686,1
10-1-008448,750037.2257916095,4964626.411151473,16.03892312,2
10-1-008450,812077.3215928782,4898571.011180244,3.54553666,1
10-1-008451,787000.8797926243,4917956.977168653,12.3166295,2
10-1-008458,762570.8676811667,4735706.333922309,4.05702367,1
10-1-008460,829144.2106187397,4727985.035064354,8.7150453,2
10-1-008461,810787.2076656715,4704304.833785127,10.91713494,2
10-1-008464,818580.0968689339,4665660.913766996,3.43761215,1
10-1-008468,799385.8577960734,4642278.818493223,5.06675866,1
10-1-008474,805117.2670166254,4582851.41051839,6.0900374,1
10-1-008484,785503.1595540785,4467694.929023388,5.19797185,1
10-1-008486,822201.0768364484,4453382.804881456,3.30390432,1
10-1-008487,771158.7342874261,4459151.999607649,6.71274983,
10-1-008491,800284.6247223222,4417404.692887197,7.46815146,1
10-1-008510,773820.3779040416,4307295.090687274,11.86769546,2
10-1-008520,823190.0802918784,4222866.268404903,5.85684011,1
10-1-008872,712430.3652795186,4293082.991150447,4.19128587,1
10-1-008878,742036.96676982,4358367.122271239,6.40907783,1
10-1-008881,696294.9894327006,4394999.7693157,3.53147669,1
10-1-008882,713100.4780341804,4396792.670517027,5.05246103,1
10-1-008884,744968.9844979608,4384433.321458895,3.36802591,1
10-1-008888,676848.6567277656,4375067.20561161,10.60851974,2
10-1-008889,676775.7138095347,4351057.0559627,64.66983554,2
10-1-008890,691807.6402760092,4469058.380616226,5.49428197,1
10-1-008894,699505.6454810749,4430418.800448641,20.50982016,2
10-1-008896,684377.4937050425,4498599.700607056,3.15260769,1
10-1-008903,733071.025803039,4526387.079660979,3.0873168,1
10-1-008909,686892.3600436199,4606467.406073718,3.70686331,1
10-1-008912,720515.8986304388,4663141.742547988,3.9306304,1
10-1-008915,721245.736192566,4713252.019508692,3.68165957,1
10-1-008918,731646.4446709965,4735963.427095405,3.9170165,1
10-1-008919,750102.7188899126,4756722.0364824785,3.22365933,1
10-1-008927,708316.8573212896,4864966.4975214265,10.87645421,2
10-1-008928,701339.9773779995,4797224.5149819665,3.42975543,1
10-1-008933,703607.3406529913,4994790.644910531,3.02679573,1
10-1-008937,745988.1541229532,5029647.28428279,7.09069578,1
10-1-008944,711546.8708101145,5098818.529207995,3.37314335,1
10-1-008954,721111.7953175972,5268511.55410558,11.03202089,2
10-1-008955,736922.4997258191,5288942.051350367,25.92253765,2
10-1-008961,623337.4264288576,5304912.929554251,4.46280665,1
10-1-008978,642380.6586179035,5229881.35185596,3.83665989,1
10-1-008982,672656.7143578192,5198191.0483566355,10.75738077,2
10-1-008987,652731.705976716,5133021.602024424,8.21231925,2
10-1-008988,613463.155691153,5070712.644124569,3.2011434,1
10-1-009001,647846.5593146292,4916269.4112882055,3.27366146,1
10-1-009011,611299.6601776363,4760557.162172841,4.81790266,
10-1-009012,608078.9143620067,4761287.83131245,3.99677858,
10-1-009019,640480.4856996671,4710165.522779214,7.17020566,1
10-1-009026,612055.4556412466,4644262.727648243,7.51125931,
10-1-009028,625974.5441405645,4617554.582651793,3.39214473,1
10-1-009051,655375.686128961,4433809.257417913,6.87183073,1
10-1-009054,648380.0604258763,4412217.303077236,16.32950423,2
10-1-009056,653360.769150763,4342605.643930696,3.4268235,1
10-1-009062,627514.8674626314,4310398.774339216,4.49586629,1
10-1-009063,617904.305769614,4313214.6308286665,16.5408303,2
10-1-009068,647928.8434025684,4268397.971033092,5.64309092,1
10-1-009074,603009.5255744141,4243144.361739416,12.90300301,2
10-1-009079,602182.3561060384,4184936.3124802466,5.79570132,
10-1-009466,569194.6417797426,4473107.794873467,15.47242252,2
10-1-009471,540483.7397438884,4482073.849048586,6.87632006,
10-1-009475,573086.9264787416,4577830.039847722,4.08080332,1
10-1-009480,542363.4595309176,4571868.700342743,3.21449576,1
10-1-009484,548067.8949977808,4564407.958477412,3.61753412,1
10-1-009485,538063.9502725829,4578445.736732551,3.29233868,1
10-1-009502,569505.5385493018,4693617.015920633,3.3113499,1
10-1-009503,560405.6919147525,4685793.368426709,5.14868139,1
10-1-009506,547629.475969687,4772570.035036589,5.46420758,
10-1-009512,581752.8186427295,4755988.332648142,4.74771577,1
10-1-009514,544657.3393401623,4886598.011952903,3.06410408,1
10-1-009521,549922.1467020228,4948522.578941122,6.3656953,1
10-1-009532,565910.521699152,5144956.148943082,4.56467351,1
10-1-009536,563468.4042243029,5246767.184000352,5.85245703,1
10-1-009537,593161.6477901321,5242222.885714986,3.0203306,1
10-1-009545,457368.06596640445,5271792.940471518,4.2026165,1
10-1-009546,465378.67815746827,5227778.171492867,4.30214848,1
10-1-009550,471391.1973741296,5162465.687906785,4.05394497,1
10-1-009552,509123.4577551298,5141980.341518366,4.88039433,1
10-1-009556,514365.6080980084,5079905.165357303,4.03832765,1
10-1-009557,503032.9275022284,5072435.8990819,3.46671586,1
10-1-009558,513699.40097175253,5065457.96707159,3.98184373,1
10-1-009561,455542.6285107866,5028830.681716289,4.02333318,1
10-1-009562,469044.40380966995,5041304.228944961,10.8649384,2
10-1-009569,507061.4833305559,4927838.495018161,3.34495134,1
10-1-009572,460304.4285238871,4917312.808683056,6.39550088,
10-1-009573,443526.4334268399,4975924.611628738,3.38856939,1
10-1-009582,471722.11192659975,4823878.123194964,7.53732132,
10-1-009587,443429.76678257616,4802291.919363709,4.60297838,1
10-1-009593,458490.9138029944,4690744.326474416,4.05923632,1
10-1-009597,485593.285322653,4658983.145664502,3.6229956,1
10-1-009599,511080.3139698951,4644764.241773091,4.73705277,1
10-1-009604,513732.65968491073,4559832.546865809,10.95217648,2
10-1-009605,466516.73289675516,4552758.680568424,7.13524475,2
10-1-009609,476933.2622108511,4508987.667516626,4.9223551,1
10-1-009611,447486.889638596,4486704.0878734095,3.29149982,1
10-1-009969,384870.0292408276,4464397.393576874,15.32813266,2
10-1-009978,431946.26008069474,4553226.563518752,3.02495292,1
10-1-009980,391288.5846256274,4582278.491567658,4.62723715,1
10-1-009982,399634.71349556994,4601825.480710625,14.89764033,2
10-1-009994,384156.180370918,4678534.48177058,7.46699656,2
10-1-009995,369083.3781667903,4671651.5167384,5.48582128,1
10-1-010013,363614.09052551736,4946157.929398844,8.03734337,2
10-1-010014,365839.2252528473,4912017.1276884265,8.63654092,2
10-1-010015,377653.17583315924,5019217.8297770955,3.2137192,1
10-1-010018,439382.33645701356,4988941.328909105,3.2253495,1
10-1-010022,414710.94069647166,5061100.746454616,4.92006367,1
10-1-010023,410104.61704424286,5056456.464461397,4.65099459,1
10-1-010026,380073.0173447376,5110682.2889085645,3.07272232,1
10-1-010027,375069.1947370613,5118174.026150083,5.8262917,1
10-1-010030,368833.5814192876,5130572.465869675,12.3331866,2
10-1-010038,428500.8680242881,5316343.25483136,4.52255785,1
10-1-010043,363822.4759591648,5306573.161844455,4.79636872,1
10-1-010060,329190.17343107145,5101005.722012509,3.07695566,1
10-1-010062,333284.2314262234,5061606.579092313,3.44721439,1
10-1-010064,359838.3273759367,5038622.3358536055,4.76786396,1
10-1-010065,362287.7252731056,5006399.885594098,3.20648739,1
10-1-010069,292183.03213606804,4993604.799419337,17.3828335,2
10-1-010075,303287.9652938536,4919897.788324118,10.29245118,2
10-1-010077,291721.3393109977,4890157.495491363,9.36630829,2
10-1-010079,338213.1212568526,4873006.20224025,24.13820859,2
10-1-010080,347994.2793808648,4780856.700485858,8.45489106,2
10-1-010081,312102.1772735805,4815668.057708157,45.11529613,2
10-1-010082,311713.462633213,4740174.637998729,5.10448081,
10-1-010085,333247.79570775095,4731856.719935476,3.10427968,1
10-1-010096,321153.8273843462,4692222.402399026,3.04340946,1
10-1-010098,332936.5261804741,4759928.564871852,65.23294547,2
10-1-010104,340447.5315404716,4669431.769127654,5.23088641,1
10-1-010112,357319.2408557324,4580350.462285592,7.57586573,1
10-1-010116,324821.24007787666,4510046.50925533,6.3004794,1
10-1-010506,213348.15380439867,4449912.247381935,6.55902658,1
10-1-010507,247841.6440612289,4453888.734131505,8.6117354,2
10-1-010509,275651.0706465185,4472077.121266059,17.82405732,2
10-1-010512,224593.38208486713,4549126.264780583,3.43104214,1
10-1-010531,216850.05845575585,4731300.808907637,4.00152208,1
10-1-010535,229154.22538363634,4760988.478237132,3.60296545,1
10-1-010537,235892.0144134174,4766083.542201717,11.52747298,2
10-1-010542,226709.20663393917,4835134.082736849,3.69434441,1
10-1-010545,235617.4545569378,4881133.076194267,9.30857574,2
10-1-010549,255673.18069456058,4885073.573361052,17.68148279,2
10-1-010557,214730.13517211739,5012516.9304252975,17.38245032,2
10-1-010561,261975.40117552207,5087624.521299375,3.12059562,1
10-1-010565,250255.3374709577,5083581.641119219,3.41190246,1
10-1-010568,239072.5370100319,5125292.79881687,7.29942714,
10-1-010570,218795.71397976432,5297904.030025302,5.75412826,
10-1-010572,212657.6743954752,5321870.452805299,7.07866545,1
