id,lat,long,diam,type
10-1-005102,1733347.9643589414,4373878.777073615,11.94153984,2
10-1-005103,1684321.7005071929,4443430.867889136,83.63300328,2
10-1-005104,1671815.0016094777,4376630.391090909,4.48887057,1
10-1-005106,1734686.8811561638,4301970.689744787,3.29467899,1
10-1-005107,1693315.3727751886,4270751.641737392,5.68739621,3
10-1-005108,1716353.2234220866,4282169.212998652,89.78096876,2
10-1-005109,1734675.3279785016,4171517.9835810913,3.31369489,1
10-1-005110,1722152.9067541573,4163616.2027740674,4.49905453,1
10-1-005111,1672250.496306156,4210314.6904026205,23.16212081,2
10-1-005112,1669846.379136434,4223498.985659612,40.59098403,2
10-1-005113,1653778.6295649356,4203184.045085425,8.80476165,2
10-1-005397,1605136.9551839516,4191280.434271573,5.85378688,1
10-1-005398,1605634.0630743068,4199970.721232175,3.24037908,1
10-1-005399,1610622.7603959786,4238712.7845817655,16.37429817,2
10-1-005401,1636155.2658403974,4230651.931241345,3.30210026,1
10-1-005402,1606654.728116252,4229233.5161111085,24.6343599,2
10-1-005403,1619184.811944784,4236150.44364483,33.59896844,2
10-1-005409,1646356.840258746,4233947.681433851,30.76368379,2
10-1-005410,1628565.980944802,4199664.258554657,23.5275763,2
10-1-005411,1635312.4001248002,4210457.3803261975,11.81335863,2
10-1-005412,1612218.13379166,4281093.844620674,15.13825139,2
10-1-005415,1600305.4580127369,4302747.896994928,5.85177915,2
10-1-005419,1638231.865952502,4398836.939276007,3.74626547,1
10-1-005423,1642068.416526874,4377185.049121746,15.84939595,2
10-1-005424,1653073.8839494095,4346170.518794006,72.24034248,2
10-1-005425,1622481.8080217263,4462294.123121282,4.87707891,1
10-1-005426,1671154.301150182,4468255.128928386,7.701478,2
10-1-005428,1631741.2934684488,4424087.122091125,7.04868308,2
10-1-005429,1585903.2348512285,4411577.635660343,68.74301514,2
10-1-005430,1600588.8054442224,4433719.707251328,53.83999086,2
10-1-005431,1591884.276163386,4445896.602401532,35.76439392,2
10-1-005435,1601390.2392787952,4427083.90269415,3.40110193,1
10-1-005438,1598510.8231235037,4472976.154913523,5.82501563,
10-1-005439,1621398.9827112544,4558529.908302999,26.45654413,2
10-1-005442,1644223.2507134273,4548397.523146297,112.4792425,2
10-1-005443,1630645.6910262888,4540325.021201291,4.24809411,1
10-1-005444,1621325.097378059,4685764.088957012,15.6104589,2
10-1-005448,1640828.0875964724,4774865.978378978,3.01879322,1
10-1-005467,1644454.0884427049,4953233.34208657,8.977937,2
10-1-005470,1604675.7082574838,4975564.151537341,3.14040669,1
10-1-005480,1639779.1151354855,5014559.472608936,3.38832642,
10-1-005484,1665478.580356022,4975128.5382979,4.21002333,1
10-1-005485,1637205.810178419,4978929.92968154,3.41957517,1
10-1-005491,1638975.9553182863,5087159.012167871,3.21431136,1
10-1-005499,1674885.4778772772,5075721.097783089,3.60490464,1
10-1-005500,1626384.2381438082,5119294.8497504555,5.07545082,1
10-1-005503,1632201.6471751991,5128868.196128521,6.69212972,
10-1-005505,1667550.8323195877,5163615.978867133,7.89845856,2
10-1-005507,1672455.72879867,5134829.888298221,3.5541072,
10-1-005508,1658327.075068858,5154188.766672618,3.93184365,
10-1-005509,1666954.7755996995,5113918.255614937,4.85035074,
10-1-005510,1613592.4853915367,5174853.882568102,6.3526778,1
10-1-005517,1637985.0842216285,5210107.428004182,4.8570046,
10-1-005533,1599519.1828339568,5278008.078846216,11.20934709,2
10-1-005535,1571874.4539917854,5323515.102649333,4.60568547,1
10-1-005541,1536291.838587897,5276855.441331878,5.00181343,1
10-1-005542,1532319.9050658469,5270076.157949037,10.14335908,2
10-1-005547,1572737.8116020733,5174920.177015482,5.95099037,1
10-1-005548,1554380.4951033976,5155050.261976101,3.25936783,1
10-1-005549,1570350.5523986488,5150708.52008038,3.97520666,
10-1-005553,1552499.6120562372,5131937.114151703,3.88647573,1
10-1-005559,1572757.5554919308,5108725.412837886,4.0025749,1
10-1-005562,1586275.6404968332,5112739.8552019615,6.01426547,
10-1-005568,1590984.6053485707,5104092.09960651,3.3713012,1
10-1-005577,1581663.5962079575,4980418.030174885,3.80488918,1
10-1-005580,1584297.9394263013,4973560.670379469,4.02928382,1
10-1-005584,1581772.1790078229,4926451.152909623,4.54165283,1
10-1-005585,1580364.381752851,4916081.666224059,7.1336193,
10-1-005588,1511279.5035283351,4974516.606923931,94.20828876,2
10-1-005593,1555889.5509936356,4891221.867249952,3.59677645,1
10-1-005595,1536605.285804998,4868318.557304401,22.45228709,2
10-1-005604,1593629.9493353018,4794361.543078729,5.29061403,1
10-1-005609,1579367.609597461,4722552.4804468015,4.88469239,1
10-1-005611,1527494.0819439732,4700800.514714048,8.08222281,2
10-1-005619,1546002.5748426146,4664155.749042947,34.21811045,2
10-1-005620,1594287.5854641793,4674040.957128661,17.63071045,2
10-1-005624,1566992.8600562997,4586793.695902751,3.77636825,1
10-1-005625,1536287.7642731396,4582406.407506708,3.76353172,1
10-1-005631,1523358.2583106481,4553553.36872708,5.27233473,1
10-1-005632,1559925.7904082192,4539050.357545073,3.18913592,1
10-1-005634,1533208.545476584,4505435.132362209,6.02499236,1
10-1-005636,1582393.9974409216,4503568.017464234,3.86633265,1
10-1-005637,1580758.768190247,4506910.124396844,34.7372611,2
10-1-005638,1540858.7737992462,4541870.419339033,28.67366065,2
10-1-005642,1532716.8206130872,4535311.278757409,3.60975164,1
10-1-005643,1531927.3435942838,4422795.896825517,12.93918496,2
10-1-005644,1552361.4107543735,4421354.748156947,12.01450564,2
10-1-005645,1584084.7562706864,4398234.090648524,6.30992412,1
10-1-005653,1580093.126275884,4340569.45860271,8.18827729,2
10-1-005654,1572399.8485561986,4335230.668939675,7.83953599,2
10-1-005655,1569719.8687450343,4324751.371351222,42.95779316,2
10-1-005656,1512488.048180462,4370225.235780016,60.84688778,2
10-1-005657,1516297.7980143076,4340131.185263672,7.87774617,
10-1-005660,1545870.6989825736,4263880.152237366,3.26528079,1
10-1-005661,1561254.0484329246,4227483.159907348,9.44899588,2
10-1-005663,1541623.227626251,4228919.513521165,8.62930136,2
10-1-005664,1534168.9990930222,4246450.717952909,6.31437927,
10-1-005666,1557512.5057339366,4285222.270592886,53.26503421,2
10-1-005669,1578488.186479245,4260649.257975814,45.11110921,2
10-1-005671,1563460.5939361781,4175881.4751102184,3.79497924,3
10-1-005675,1581372.4705930909,4165398.3367362497,11.93692879,2
10-1-005676,1519820.0437146898,4273983.039212974,3.34762862,1
10-1-005677,1518780.6755883447,4250743.437081791,20.52855464,2
10-1-005681,1559830.3866000078,4171918.7796256724,3.7656418,1
10-1-005684,1516957.4179563203,4151292.2197637865,19.53131819,2
10-1-005933,1510604.2993620113,4116801.823591608,5.86931501,1
10-1-005934,1511213.417716218,4067458.6901931968,6.1816615,
10-1-005935,1508573.3091706056,4043545.6306233,8.43360529,2
10-1-005936,1448009.9254594601,4131835.8583411197,8.6763583,
10-1-005937,1469860.5401085576,4150461.582326885,6.53918652,1
10-1-005943,1452603.8682684572,4165872.25114235,17.07313633,2
10-1-005944,1497733.1140679598,4201774.189928091,4.68044616,1
10-1-005945,1488130.7750936837,4186262.6240327875,3.78371922,1
10-1-005946,1450925.4201046086,4245122.144011741,3.56216587,1
10-1-005947,1500106.135692859,4209361.739950353,4.25841207,1
10-1-005948,1453347.369662138,4256041.564206332,3.52961713,1
10-1-005949,1479037.367464924,4255412.786127629,9.2240407,2
10-1-005950,1474181.5227956586,4246839.0320372805,24.31238476,2
10-1-005951,1439527.3034888657,4261892.589001683,11.21297356,2
10-1-005952,1484871.4483504745,4283761.465163389,3.56288433,1
10-1-005953,1472922.7462405106,4334664.586350073,3.50339947,1
10-1-005957,1451332.0395624116,4284221.801088724,8.73702493,2
10-1-005958,1442560.266899379,4284192.3432121705,14.54831778,2
10-1-005959,1457506.1046479424,4363690.831516705,13.22927859,2
10-1-005961,1457162.8415551432,4384966.293869419,3.76141323,1
10-1-005963,1491036.4692159179,4396923.308197911,27.96530731,2
10-1-005969,1470952.636055794,4473724.828327945,7.73454782,
10-1-005970,1502739.6568171424,4458769.03358002,4.43153807,1
10-1-005973,1461798.3383442105,4430333.777430168,60.02210725,2
10-1-005979,1469109.1277636015,4556622.753808748,3.21082727,1
10-1-005982,1470633.645779105,4514829.977640771,3.00612059,1
10-1-005983,1458105.6234092182,4539542.143458093,3.08187813,1
10-1-006006,1477584.9151512068,4658464.401349082,3.01833134,1
10-1-006009,1473305.7555362475,4750104.974128812,11.21218482,2
10-1-006010,1491105.4729581412,4724635.148170221,15.11395466,2
10-1-006055,1484199.529004108,5000886.003528703,12.76710289,2
10-1-006057,1516322.6949580638,5017635.091261786,4.81385276,
10-1-006059,1458388.7681325795,5019481.15000152,4.66143775,1
10-1-006062,1442883.858413406,5010167.846140489,3.60181071,1
10-1-006064,1470857.0769565634,5053450.400774618,9.63463637,2
10-1-006065,1459809.3087345518,5057205.533808647,11.91903492,2
10-1-006072,1491102.1436846482,5119738.933463013,4.05792485,1
10-1-006073,1486729.8230905493,5144994.582877636,4.47342563,1
10-1-006074,1458123.3176947066,5151837.891799378,13.51792514,2
10-1-006083,1516238.2095310194,5122391.429727336,5.30426699,
10-1-006084,1514973.0891599203,5128784.1084124455,7.84878963,
10-1-006090,1508182.1411692195,5208975.178066903,13.33121577,2
10-1-006095,1506695.4614108868,5189847.899651749,4.92759274,1
10-1-006101,1488762.937568264,5272158.435074052,3.81124077,1
10-1-006117,1487956.4016531808,5306710.642999034,3.06299305,1
10-1-006121,1485841.1660838255,5314723.67737437,8.84181852,2
10-1-006130,1432850.8399494763,5278450.56460233,4.79114535,1
10-1-006132,1431258.4733909732,5269054.906120416,8.28441649,2
10-1-006133,1398418.0994208388,5256980.778062134,3.96939163,1
10-1-006134,1401186.995194807,5271629.932318398,8.73542076,2
10-1-006135,1413047.5690586262,5271902.932152119,3.4026877,1
10-1-006138,1376379.596863566,5218131.163234715,4.193755,1
10-1-006140,1421017.1575113975,5240630.567759016,5.08920686,
10-1-006142,1442921.0932879138,5277643.067305441,6.84992984,1
10-1-006144,1397506.188473051,5313871.996818932,4.77079428,1
10-1-006153,1370673.3293775748,5148284.90914603,7.10358876,1
10-1-006170,1379891.6241777951,5044219.776934353,5.16098353,1
10-1-006173,1398224.696310624,5003407.391497376,15.12733201,2
10-1-006176,1361308.5453582306,5041107.85337497,7.52162129,2
10-1-006177,1359369.1223385187,5102743.282117739,4.17102508,1
10-1-006178,1362100.2521664018,4999937.995124216,5.87376043,1
10-1-006179,1370239.07997262,4992159.369578888,3.67886421,1
10-1-006180,1416138.2331589295,4973068.992933079,3.59790503,1
10-1-006181,1422462.9696522565,4954535.350594596,3.66476379,1
10-1-006182,1414553.4266651238,4951610.805802222,4.51496115,1
10-1-006183,1367074.3977712267,4944020.92937824,4.1737258,1
10-1-006185,1371291.608123777,4932807.407552723,9.97215022,2
10-1-006195,1379227.0361085932,4786024.665285995,6.75070327,2
10-1-006196,1373843.313996748,4723081.977183522,3.75554607,1
10-1-006201,1418991.6404393504,4752223.404425624,47.98944772,2
10-1-006202,1429386.2664886217,4688746.424531676,4.14855232,1
10-1-006203,1411575.365149772,4653476.392760863,3.18291516,1
10-1-006209,1367862.5399985209,4616318.661141312,5.48996386,1
10-1-006210,1382371.8938110506,4624381.445543338,13.19179905,2
10-1-006211,1430685.7861913426,4622626.084464133,3.95189467,1
10-1-006212,1408090.0490762834,4594923.665601019,3.47049144,1
10-1-006216,1412943.4482083523,4563158.558062088,6.68034645,2
10-1-006217,1395164.9369012949,4559197.395928179,3.94453632,1
10-1-006219,1377982.2155929091,4527623.08830039,4.89401523,
10-1-006221,1408540.253744397,4507126.552067877,11.22070087,2
10-1-006223,1367005.0010597447,4536102.540437507,3.20119484,1
10-1-006225,1421964.7498307866,4494758.932281184,5.41786283,1
10-1-006227,1382871.3980433557,4482989.881135521,3.36418753,1
10-1-006229,1391674.9057894163,4460611.50640118,5.91863547,
10-1-006231,1402204.3031057098,4429896.6640320625,10.3793011,2
10-1-006236,1369923.9939018234,4428050.84474871,26.37168218,2
10-1-006237,1380147.559780812,4381288.348177244,17.48694307,2
10-1-006239,1431691.978347378,4392136.520615112,6.52721995,1
10-1-006241,1433579.8394142704,4360798.750252636,15.37367545,2
10-1-006243,1412029.3560737292,4330382.090941769,10.84926398,2
10-1-006244,1392202.8170166835,4315529.728310666,3.66770706,
10-1-006246,1371902.878621842,4335830.348326394,4.01309357,1
10-1-006247,1372250.5017174568,4302996.498949924,8.33731853,2
10-1-006251,1414139.5008241362,4297248.9507249305,9.65574368,2
10-1-006254,1406889.0858265508,4294833.862422513,7.93826309,2
10-1-006255,1417243.0955690055,4318041.776887773,12.89482442,2
10-1-006256,1428069.7530881404,4284094.797928948,7.74807027,2
10-1-006258,1440823.9265991778,4321485.373021322,5.98034029,
